# ***** RESTART **********
Try init with scale 1.0
epsilon: 1.0E-8  alpha: 0.01
Iteration	stepsize	objective	accuracy
1	0.26946184696827813	-1596.731520948924	0.532243816254417
1	0.05881042148140358	-1560.71111365695	0.5220293724966623
1	0.0	-1549.0621704707055	0.5200179937022043
1	0.06812611295939032	-1618.2665384774898	0.544017094017094
1	0.0	-1539.4796318691324	0.5321927059882936
1	1.1794750437066268	-1578.8115962774866	0.5317843051293293
1	0.5881428791914647	-1588.198265576249	0.5317944250871081
1	0.3947522120681977	-1560.6919978166359	0.5441696113074205
1	0.5531259464376138	-1532.119508608348	0.5387038703870387
1	0.11565335374140216	-1562.4533410453428	0.5238938053097345
1	0.11565335374140216	-15686.525684747265	0.5321425413387567
2	0.4058184509838098	-1566.4275228002348	0.5203180212014135
2	0.04523477406909725	-1549.9961112743636	0.5215843346684468
2	0.07532971505272525	-1535.841510512141	0.5150697255960414
2	0.0	-1614.0578298203152	0.541025641025641
2	0.22550733784005766	-1534.3818802111089	0.5308419630796938
2	1.302633444021767	-1573.409882739329	0.5440596229723805
2	0.3750592051268129	-1578.4482868441155	0.5256968641114983
2	0.14341484494002416	-1539.5540707247885	0.5371024734982333
2	0.7777945253754072	-1511.16235459915	0.5463546354635463
2	0.10087860013219452	-1496.7026309497307	0.620353982300885
2	3.1542189082523002	-15499.982080475278	0.5402776549650721
3	0.2350225180547409	-1503.1344252187673	0.6051236749116607
3	0.13875234590500676	-1472.296572426901	0.6097018246550957
3	0.04893396630339338	-1448.9338626379033	0.6311291048133153
3	1.6196482408831152	-1520.4550148087433	0.6478632478632479
3	0.13411684562756038	-1349.4043633242793	0.5168842863574966
3	0.312024844380281	-1368.8306394423919	0.6102586584831214
3	0.09184101180733797	-1330.344961647033	0.6946864111498258
3	0.3360982400692403	-1297.3345957296356	0.7433745583038869
3	0.07865854695626712	-1266.0936801139485	0.7470747074707471
3	0.0	-1224.4765885855932	0.7805309734513274
3	4.974991534684269	-13781.304703935195	0.6588115660093731
4	0.03260943729580841	-1271.0182645231073	0.7623674911660777
4	0.17752774785880882	-1246.623864826187	0.7627948375611927
4	0.34078464284759125	-1236.7029864085641	0.763382816014395
4	0.15521512106129867	-1257.1337864849165	0.7735042735042735
4	0.4080898522215716	-1184.3802283060086	0.779828905898244
4	0.05045599839392042	-1197.8001820633906	0.7593160894344586
4	0.0	-1193.7025238592523	0.7800522648083623
4	0.29390809804227114	-1178.274750313392	0.7765017667844523
4	0.07448480520710372	-1156.1607040321583	0.7502250225022502
4	0.42664963963392866	-1122.2076352280742	0.8008849557522124
4	5.9615943241691705	-12044.004926045052	0.7709346538155452
5	0.06259204897625086	-1154.6217284484962	0.7756183745583038
5	0.014700969843679614	-1115.2490677174983	0.778816199376947
5	0.0155796526336712	-1130.3104811826015	0.7660818713450293
5	0.31204475019373307	-1155.6597664131416	0.7769230769230769
5	0.04095254893909505	-1104.0659350635894	0.7627194957226474
5	0.012700459875207896	-1112.9108722223464	0.775975449364314
5	0.0	-1118.6244319133443	0.7861498257839721
5	0.5534632851711216	-1102.6475277562492	0.7782685512367491
5	0.07196748996212408	-1091.7658009725067	0.7655265526552655
5	0.4969738405668617	-1038.2003452121742	0.7991150442477876
5	6.8595358063471155	-11124.055956901948	0.776593863294721
6	0.03333698139421279	-1099.4677554577904	0.7628091872791519
6	0.0	-1048.9416773035189	0.7890520694259012
6	0.007718451177033134	-1069.6053028665945	0.7705802968960864
6	0.0	-1098.8564206700885	0.7841880341880342
6	0.42804347211194127	-1052.2560231835894	0.7807294011706438
6	0.03936244299353907	-1060.0002476462812	0.7847435335379219
6	0.09910514339454154	-1062.4555746858443	0.7900696864111498
6	0.6946625784572618	-1045.6931523708822	0.7840106007067138
6	0.047735579226315536	-1038.8511215554788	0.7754275427542754
6	0.019054530187314463	-985.7282679016155	0.8079646017699115
6	7.714335344417899	-10561.855543641685	0.7830046865328499
7	0.0649249454718384	-1057.9979406721523	0.7769434628975265
7	0.6188682124139746	-1019.1256266702696	0.789942145082332
7	0.03135519182366443	-1037.6935734983924	0.7737291947818263
7	0.0	-1056.7883465611396	0.7833333333333333
7	0.05851831343246819	-1008.6517167561934	0.7897343538946421
7	0.0850790553869013	-1023.0447931675992	0.7908811924594477
7	0.054001225977781196	-1025.1458589798312	0.7957317073170732
7	0.0	-1011.5681916584649	0.7897526501766784
7	0.024961971897863155	-1018.9165473068903	0.7794779477947795
7	0.0	-964.0064603731718	0.8101769911504425
7	8.316787976074334	-10222.939055644103	0.7880007074011849
8	0.04091544482716136	-1039.3905394151611	0.7818021201413428
8	0.0	-999.9818279748223	0.7939474855362706
8	0.030254848741124798	-1026.2688015144138	0.7773279352226721
8	0.0748887627454864	-1049.2026637694973	0.7871794871794872
8	0.37697305270227155	-1002.0034210060642	0.7910850968032418
8	0.02811164314361238	-1018.8601973559634	0.7908811924594477
8	0.0	-1017.5142882761402	0.7974738675958188
8	0.059095927718302875	-1005.5096449516088	0.7915194346289752
8	0.015386523430661684	-1012.0372896001143	0.7794779477947795
8	0.017105878947856888	-960.0992668673821	0.8092920353982301
8	8.653508607043428	-10130.867940731167	0.7900344858077637
9	0.04246391821008657	-1034.7196045772655	0.782243816254417
9	0.03093350760327095	-993.5579202282145	0.7952825990209168
9	0.22914364330315076	-1017.837284520388	0.7777777777777778
9	0.031162136819930616	-1037.2752300988004	0.7901709401709401
9	0.0	-992.5802842077532	0.7946870778928411
9	0.1267901053656768	-1008.00777323052	0.7926348092941692
9	0.04516269256701753	-1009.8958955189119	0.7992160278745645
9	0.0	-994.9677800072305	0.7937279151943463
9	0.02053096227644341	-1010.1196611936048	0.7812781278127813
9	0.0	-950.2590146338183	0.8110619469026549
9	8.976627799896017	-10049.220448216507	0.7918472013440623
10	0.04167108580047254	-1027.6939567207069	0.7831272084805654
10	0.007148045104191518	-985.3341916792557	0.79884290164664
10	0.08387999887832231	-1012.1320815244234	0.7795771479982007
10	0.03979066866556699	-1033.3378455901382	0.7905982905982906
10	0.0	-988.904202151564	0.7946870778928411
