increment: -0.9999999994892051,-0.9999999990877302,-0.9999999992926208,-0.9999999991213329,-0.9999999992028259,-0.9999999694998403,-0.9999998582711468,-0.9999999743203342,-0.999999921141318,-0.9999999719729274,-0.9999999492118112,-0.9999998912570365,-0.9999999281947084,-0.9999998947880161,-0.9999999464430204,-0.9999999994133729,-0.9999999988170735,-0.9999999993116658,-0.9999999982120426,-0.9999999989062696,-0.9999999998164589
increment: -1.3435406173896247,-1.3452008223319225,-1.3392315636102041,-1.3445003530600492,-1.3388521768077442,-1.3020379529024166,-1.3455489002231082,-1.1700878045026828,-1.3414390995745,-1.3406816671417563,-1.2605788514478338,-1.239387926889328,-1.3017984676363064,-1.1950420445190095,-1.255295028464135,-1.2513550166842655,-1.3321106545803474,-1.2497992724705183,-1.3145027762116,-1.3059511461814342,-1.3422892333009508
increment: -1.5681104069537461,-1.5662605517969632,-1.5665702530480043,-1.5702507508557653,-1.5660496813360227,-1.5409180347751952,-1.4595893847792811,-1.4525544885633042,-1.5200162259830015,-1.5582788477188787,-1.3677104507186428,-1.4587270475523377,-1.378304668555142,-1.3163776244289338,-1.3896067288179412,-1.502026908963232,-1.5502557839936062,-1.4846160592722542,-1.4744211930957185,-1.535365823013538,-1.5677998939602895
increment: -1.6979473753899301,-1.721218367891711,-1.694624597762113,-1.7211171326971515,-1.7115903393603058,-1.6937544059101932,-1.5888581123061316,-1.6348034915043788,-1.6753200391292702,-1.709104234477365,-1.586216314811229,-1.6356002424125984,-1.5865609757260781,-1.530022771492664,-1.6013299799575818,-1.6818584502656784,-1.686333981290672,-1.6688602983373586,-1.6518072509143655,-1.681358765192253,-1.7125675751296188
increment: -1.7637623352238678,-1.764429329568554,-1.7015834667215208,-1.7735863778730858,-1.7548901520176379,-1.8206769364149251,-1.7405529897488035,-1.776718506505635,-1.8077776548791122,-1.8347835766434313,-1.6940970917160205,-1.641963760486252,-1.698995882425241,-1.6300078008404195,-1.7066854488820735,-1.7845590632093877,-1.763440104893013,-1.7461439918330637,-1.7814436393477162,-1.8054529091806732,-1.7474548131093692
increment: -1.8284341266669717,-1.8403607073963,-1.7271421071538493,-1.8214758938573754,-1.8019710883834095,-1.9198741242432136,-1.8436966135644994,-1.8742830391087282,-1.9071117918907081,-1.8846244280238353,-1.6704300604412514,-1.7114072992891651,-1.6411561826478287,-1.6636686732964197,-1.755898302467371,-1.8689705723316703,-1.8635472803230981,-1.7896930071110437,-1.8520610839077034,-1.8826435610706544,-1.7963359493766178
increment: -1.8714803328276628,-1.8795012673224043,-1.7212854572471656,-1.852114120727609,-1.8209526141487162,-1.9763862889128025,-1.9271005804169437,-1.9068404805902297,-1.9624026913039763,-1.9264259697471218,-1.7520435094173914,-1.7231241335503429,-1.7185728291836608,-1.7610739412406906,-1.7657969595439433,-1.9575934460834707,-1.9465258821583387,-1.837416254549056,-1.9366320661796863,-1.966776497373444,-1.8322550588106679
increment: -1.7818672068211225,-1.8271718479446106,-1.6069282018179758,-1.7796920052317173,-1.7433905148143078,-1.7234569671372482,-1.671009664520212,-1.6687841485828279,-1.7120574885266566,-1.6896860358249244,-1.866591322905193,-1.8374631634655771,-1.8408750696135898,-1.8747012423540395,-1.8696651288788333,-1.9918865544713709,-1.9551162845204244,-1.874546241226384,-1.9890317954728758,-1.9748370457291275,-1.7660702046548635
increment: -1.6878466538272923,-1.7376585857541713,-1.5172806431820174,-1.682641521670212,-1.667048970245745,-0.9710454478789865,-0.9918511841666855,-1.1737982142419188,-0.8621333015132792,-1.0336705180937786,-1.9471331888930237,-1.9184711475838871,-1.9284917466223617,-1.9577751479795473,-1.9575844895809367,-2.0364074099635863,-1.9817230502741965,-1.875073230326016,-2.0262431100077487,-2.029609582267836,-1.669129535537053
increment: -1.514312648947029,-1.5762935271786929,-1.3534819821842967,-1.5342328057170664,-1.5118973123263975,-0.20435342217215965,-0.2605038965918712,-0.6178304284148645,-0.08916093936783744,-0.5653955405644389,-2.010744969871409,-1.9927419837621323,-1.9974639186967977,-2.0191903599837024,-1.9701806568691715,-2.0766259227653885,-2.015112205591341,-1.9133710660348586,-2.0682556103605094,-2.0493648204086186,-1.486944344931682
