mhat: -19.5773387295752,-10.961670484918454,-14.136692187109002,-11.380877258403736,-12.54431203691564,-0.3278671270349466,-0.07055725315164738,-0.3894131590877099,-0.12680910909786394,-0.3567978668253327,-0.1968961626997328
mhat: -37.037195957959824,-21.409173064724914,-25.62254029570265,-21.865199409936725,-22.671127750366548,-0.5109091596810174,-0.14390668404079424,-0.47996257918839613,-0.2342260489382715,-0.6544484423011523,-0.6763555172075125
mhat: -54.16665141846653,-30.495944124337164,-39.103144778667435,-33.101536978288856,-33.90790212391729,-0.7996001133865289,-0.32428608362439,-0.8141396986446435,-0.44969347272367904,-0.910532388568568,-1.852428835130055
mhat: -64.27946421433695,-38.65451713933706,-46.2327726975066,-41.42067840582448,-41.67074532740902,-1.2163642704844042,-0.5875541197778636,-1.2777673429521583,-0.6995207153953981,-1.3596613725112183,-2.8028614468909496
mhat: -70.20364126352288,-41.17833128432192,-47.452758494376354,-44.58853225202724,-44.371972930264235,-1.62736729287545,-0.831096195509573,-1.6181086012088253,-0.9362248086241286,-1.768218719536395,-4.531475834662153
mhat: -77.00857769811546,-45.92283162584675,-49.58539588816035,-47.91731715893042,-47.57541860410642,-1.982752937345416,-0.9720713318052329,-1.8892997647091834,-1.1199323473821978,-1.915122279645227,-8.183672577559404
mhat: -82.63741283720884,-49.09523073640956,-50.3731625512311,-50.65763043835898,-49.62595036325224,-2.1969138450187238,-1.1201878932673093,-2.0096233937059886,-1.235030239367942,-2.0629157791853827,-12.744045234678618
mhat: -79.0885804904927,-48.29041078561272,-47.08717006832255,-49.037342718705574,-47.80277423193878,-1.917562879567875,-0.9726534349025094,-1.7597496813274163,-1.0784275412161823,-1.8101981120708865,-16.46314163234471
mhat: -75.18210486065873,-46.1364599404035,-44.56127682412774,-46.51261854568986,-45.945858459733216,-1.1961116856710152,-0.6273128643047232,-1.2856892344565183,-0.6208934802884996,-1.1945447331731354,-21.253356892995402
mhat: -67.41962370298705,-41.8340116004428,-39.73394201784419,-42.39696700072427,-41.65132413991528,-0.2977032476153699,-0.19125131351782457,-0.7267685489350563,-0.07721916598984976,-0.6886448847492243,-24.14545299570626
mhat: -63.82258256940727,-39.83258740170655,-36.68748080295714,-39.84105688908615,-38.92903347606378,0.44604666618154865,0.24590591647478635,-0.15191450704195594,0.44498660793185535,-0.1895766075321734,-25.326703020909264
mhat: -58.14138032312933,-36.844925183761674,-33.248943128450584,-36.31966838379516,-35.73125282883509,1.006679302339494,0.3253725651814072,0.010682887002404983,0.8417717129915729,0.23260049559502588,-23.917192467704297
mhat: -51.45072990077323,-32.35795876610816,-29.910614044961275,-32.294239450257244,-32.392277236350544,1.100383372220705,-0.012936110428308676,-0.3660211757676933,0.7192306090618902,0.23346354842623904,-21.33653488420318
mhat: -45.66644503294782,-28.537660298074574,-26.931734252696074,-28.69531816748729,-29.05292147309551,1.4729031712485021,-0.06387716793707056,-0.47981785915055697,0.8858641089168258,0.11203604395993876,-17.186884876980134
mhat: -38.91293987240154,-24.217687994290163,-23.51319432661054,-24.86159370611984,-25.79635323902954,2.0238342124990796,0.12805384703723757,-0.1804810764764715,0.9869007554012286,0.05952326669182512,-13.843525136884685
mhat: -34.689552874114746,-21.33177130840192,-20.85363997409978,-22.41335885174414,-23.351765210508198,2.0884237701882213,0.1106137216571838,-0.5686315197064953,0.8408492591339933,0.09957107518879378,-9.931395658865036
mhat: -30.778054776011718,-18.910045960798882,-18.717065539545874,-20.124252636190505,-20.777504090089263,2.517650540908883,-0.2164549474253363,-0.8162899664165358,0.45453072578128884,-0.20787145521076802,-8.07105482382609
mhat: -27.540622290945933,-17.189061539116025,-16.84625650556705,-18.017109569861145,-18.782885131133565,3.3094246961956566,-0.42284784421885413,-0.9000259283962736,0.5990239624674695,-0.7272625910036513,-5.81552802295512
mhat: -24.13858249891085,-15.386328104450413,-15.214777859262394,-15.924878361718422,-16.60738931282531,3.0812319390057272,-0.8029909725693944,-1.7910615771684049,-0.05751206528788599,-0.7787706193790945,-3.2602022020754635
mhat: -20.823177908379886,-13.398295329258385,-13.4719311821998,-13.839786092826932,-14.463461376673374,2.918524300538561,-0.8621826677143499,-1.8421052643591382,-0.3739040516108505,-1.1590946725915814,-2.119106831554625
mhat: -18.52256654010892,-12.000181283587356,-11.89707364492044,-12.34031564768024,-13.056098814845825,1.8797610982651156,-2.0814687581962152,-3.3249605652310295,-1.3537535859169527,-1.9590772314939862,-0.1139836406386019
mhat: -16.589640366631222,-10.663390811932684,-10.684084947530467,-11.021643262084089,-11.672907940078558,1.7876082350366629,-2.4223114290946555,-3.4478973766966896,-1.3918707981001253,-1.9426396163872184,1.0988117934283403
mhat: -13.809958090575025,-9.28707967795015,-9.51590901998304,-9.788795917987224,-10.313264156846092,3.0446939083392026,-1.7236349473856902,-2.114958060583023,-0.5730614144396506,-1.0517233001599768,2.3382606538961417
mhat: -12.261671026140874,-8.296120971282583,-8.489628179756492,-8.839146501128653,-9.37204271481446,2.873370962102811,-1.2472556365278515,-1.8770765516696348,-0.9324781042081647,-1.0917188796536998,3.687493001475246
mhat: -10.789672157539533,-7.239246211104742,-7.535890484806342,-7.918167142494707,-8.304766620370062,1.7417837380065746,-1.7124306766890809,-2.2949608211525105,-1.9277059772190956,-1.8564145081484826,4.492403713203812
mhat: -9.699318967897304,-6.348514863603549,-6.7064053669875,-7.182793981191051,-7.568272882980874,1.6297782919034507,-1.8042691189765494,-2.4585485325293788,-2.414117380115122,-2.1255395283023817,4.4750559055808035
mhat: -8.884137848831344,-5.773909104611265,-6.005909402866832,-6.593383954676102,-6.811983244467296,0.8209471426506542,-2.9167612818602473,-3.25487399590146,-2.8435283085125547,-3.0390455648366372,5.144029510993883
mhat: -7.6170173323289365,-4.9910247406756945,-5.32919842226031,-5.706008339380912,-6.021328158658405,-0.24567913914765127,-3.300535365011379,-3.7226480064819625,-3.019973445064466,-3.31542092196701,5.881915534725927
mhat: -6.6547878795563955,-4.445471754661868,-4.7382543226225025,-5.171439202926527,-5.4125280573179575,0.6437146813699473,-2.4079442373884197,-2.840578738846341,-2.097750823251661,-3.159931338955282,6.037581402252
mhat: -6.233280122857553,-3.9952669104594314,-4.354025904068302,-4.691297768776652,-5.195051475544773,1.0589999702196542,-1.6906824003218932,-2.428271522098132,-1.5209677912743738,-2.805291251868134,5.83117598210865
mhat: -6.096943748423901,-3.825943941248032,-4.135131858979836,-4.238478227889082,-4.80323946374202,0.2522208388333278,-1.6853602854376613,-2.785315919774238,-2.008231590737497,-2.8322069505708845,6.110512347568164
mhat: -5.5567702184845436,-3.503762914324016,-3.7562499373181297,-3.8313109297522483,-4.418881909584461,-1.5449883658206818,-2.795167198244917,-3.0957749863911874,-3.0824430910837792,-3.589921538095639,6.378653769668241
mhat: -4.723497382868958,-3.1553905150930164,-3.343845619569612,-3.3536267420877643,-3.8500666241434875,-2.834634132000489,-3.20709701194073,-3.382754351658632,-3.318396909967292,-3.7229918184572335,5.803009188746691
mhat: -3.6604559594558865,-2.703184388632119,-2.791984352827495,-2.8714925122296036,-3.3150802311752603,-3.832877178075988,-3.648520849245966,-3.5249552953326915,-3.7834452737471223,-3.9575749070641315,5.818681531057052
mhat: -3.309262063517075,-2.4714091009502592,-2.5251484328653615,-2.563748528079805,-3.0835136035287856,-3.832415588151661,-3.0452278936614614,-3.6105943699955905,-3.3983278238351557,-3.51640646606127,4.788281360694436
mhat: -2.841437505893976,-2.1737296685485092,-2.21951763483533,-2.292099144207138,-2.773090758874129,-4.39631355316616,-3.019086465739242,-3.4475119820021733,-3.2402181427869197,-3.542262801456956,4.204876048985899
mhat: -2.3715115764740338,-1.8846578232090556,-1.9810355446096168,-2.020256268939466,-2.482822831082646,-4.326231070066271,-2.9422159003262935,-3.277983871283206,-3.020004666251623,-3.2170381295723445,3.5785196520953133
mhat: -1.603292637687191,-1.348485181486304,-1.5914584620790302,-1.6570617684715083,-1.998943498701447,-4.53522189187114,-3.131440617054299,-3.1740334626411477,-2.963351194979238,-2.9783102777583164,2.2288747386529693
mhat: -1.4646092210418127,-1.324778299983459,-1.4463450260058501,-1.5062429801594783,-1.7878852349136367,-4.888147138923076,-3.1415843137187367,-3.097570225567,-3.129235859331886,-2.8234236092355807,1.9339726946228684
mhat: -0.9824718689249967,-1.0156314172536574,-1.2477291905962395,-1.2485730566711837,-1.3815536289746364,-4.564178647199444,-2.834766534105697,-2.892626411400287,-3.0170281287809906,-2.566742297890734,0.7070397862773707
mhat: -0.9589673713579359,-0.9629243150444794,-1.1336152606691092,-1.1605787327834458,-1.3229810565306224,-4.494073476599961,-2.7674735456883175,-2.687150003518963,-2.910865742591141,-2.4125313868557132,0.05181113928740704
mhat: -1.0541719256625812,-0.8504966067027923,-1.0068164389595629,-1.1004720563210046,-1.2396361632772575,-4.698056979409012,-2.85515105458901,-2.58283573408624,-2.952429627242353,-2.3088732310911566,-0.3829348499927506
mhat: -0.9565735875464471,-0.7141332155403506,-0.9037928073922933,-0.9383983823461587,-1.099555352817633,-4.102912987747623,-2.4687372362598303,-2.317552158426498,-2.5227672557459067,-2.0352670594647546,-1.35601339315227
mhat: -1.3077836944562646,-1.0453344397977764,-0.9621590744151117,-0.9455922838442579,-1.2072234053113453,-3.4831467297810677,-2.0348798189468456,-2.07376909439815,-2.205958035215216,-1.8145374645816092,-2.8465863722794498
mhat: -1.0729427521957298,-0.9087743278138916,-0.8626188934503701,-0.8200627172449851,-1.013580200996171,-3.2686024843323005,-1.904668531650415,-1.954603404266002,-1.9891186269723204,-1.6224719536901129,-4.055522738236746
mhat: -1.1312776887953873,-0.9674087875269188,-0.8190216461598946,-0.8487662916628574,-1.0378767912254128,-2.675950963387463,-1.609264379085807,-1.672119476316219,-1.701910118225283,-1.4370991483125053,-5.104506030906339
mhat: -0.6505970667075388,-0.7161644112124692,-0.6689053847500487,-0.6930786833714566,-0.880984413560777,-2.4285198480261525,-1.45561112837759,-1.519028318590523,-1.5264598101318716,-1.2969622609460976,-5.5888924756706535
mhat: -0.5751375146806617,-0.648291299266256,-0.6143242941559702,-0.5485820408551313,-0.7900920117560699,-2.2584666382010923,-1.3780722774006406,-1.3867737091291736,-1.4863373237263815,-1.184914048821241,-7.998701385486608
